,question_id,triage_zone,model,syntax,prompt_type,correct_answer
4827,42,Green,gpt-3.5,neutral,deontology,False
4828,43,Green,gpt-3.5,neutral,deontology,False
4829,44,Green,gpt-3.5,neutral,deontology,True
4830,45,Green,gpt-3.5,neutral,deontology,True
4831,46,Red,gpt-3.5,neutral,deontology,False
4832,47,Red,gpt-3.5,neutral,deontology,True
4833,48,Red,gpt-3.5,neutral,deontology,True
4834,49,Red,gpt-3.5,neutral,deontology,False
4835,50,Yellow,gpt-3.5,neutral,deontology,True
4836,51,Green,gpt-3.5,neutral,deontology,True
4837,52,Black,gpt-3.5,neutral,deontology,False
4838,53,Red,gpt-3.5,neutral,deontology,True
4839,54,Red,gpt-3.5,neutral,deontology,True
4840,55,Green,gpt-3.5,neutral,deontology,True
4841,56,Green,gpt-3.5,neutral,deontology,False
4842,57,Black,gpt-3.5,neutral,deontology,False
4843,58,Red,gpt-3.5,neutral,deontology,True
4844,59,Yellow,gpt-3.5,neutral,deontology,True
4845,60,Black,gpt-3.5,neutral,deontology,True
4846,61,Green,gpt-3.5,neutral,deontology,True
4847,62,Red,gpt-3.5,neutral,deontology,True
4848,63,Yellow,gpt-3.5,neutral,deontology,False
4849,64,Yellow,gpt-3.5,neutral,deontology,False
4850,65,Red,gpt-3.5,neutral,deontology,True
4851,66,Red,gpt-3.5,neutral,deontology,False
4852,67,Yellow,gpt-3.5,neutral,deontology,True
4853,68,Red,gpt-3.5,neutral,deontology,True
4854,69,Yellow,gpt-3.5,neutral,deontology,True
4855,70,Red,gpt-3.5,neutral,deontology,True
4856,71,Yellow,gpt-3.5,neutral,deontology,False
4857,72,Black,gpt-3.5,neutral,deontology,False
4858,73,Red,gpt-3.5,neutral,deontology,True
4859,74,Red,gpt-3.5,neutral,deontology,False
4860,75,Yellow,gpt-3.5,neutral,deontology,False
4861,76,Yellow,gpt-3.5,neutral,deontology,False
4862,77,Yellow,gpt-3.5,neutral,deontology,False
4863,78,Green,gpt-3.5,neutral,deontology,False
4864,79,Black,gpt-3.5,neutral,deontology,False
4865,80,Yellow,gpt-3.5,neutral,deontology,False
4866,81,Green,gpt-3.5,neutral,deontology,True
4867,82,Green,gpt-3.5,neutral,deontology,False
4868,83,Red,gpt-3.5,neutral,deontology,True
4869,84,Green,gpt-3.5,neutral,deontology,True
4870,85,Red,gpt-3.5,neutral,deontology,True
4871,86,Yellow,gpt-3.5,neutral,deontology,False
4872,0,Green,gpt-3.5,neutral,utilitarianism,False
4873,1,Red,gpt-3.5,neutral,utilitarianism,False
4874,2,Red,gpt-3.5,neutral,utilitarianism,True
4875,3,Green,gpt-3.5,neutral,utilitarianism,False
4876,4,Red,gpt-3.5,neutral,utilitarianism,True
4877,5,Yellow,gpt-3.5,neutral,utilitarianism,False
4878,6,Yellow,gpt-3.5,neutral,utilitarianism,False
4879,7,Red,gpt-3.5,neutral,utilitarianism,True
4880,8,Red,gpt-3.5,neutral,utilitarianism,True
4881,9,Green,gpt-3.5,neutral,utilitarianism,True
4882,10,Yellow,gpt-3.5,neutral,utilitarianism,False
4883,11,Green,gpt-3.5,neutral,utilitarianism,True
4884,12,Yellow,gpt-3.5,neutral,utilitarianism,False
4885,13,Green,gpt-3.5,neutral,utilitarianism,False
4886,14,Green,gpt-3.5,neutral,utilitarianism,False
4887,15,Green,gpt-3.5,neutral,utilitarianism,False
4888,16,Red,gpt-3.5,neutral,utilitarianism,True
4889,17,Black,gpt-3.5,neutral,utilitarianism,False
4890,18,Green,gpt-3.5,neutral,utilitarianism,False
4891,19,Yellow,gpt-3.5,neutral,utilitarianism,False
4892,20,Red,gpt-3.5,neutral,utilitarianism,True
4893,21,Yellow,gpt-3.5,neutral,utilitarianism,False
4894,22,Red,gpt-3.5,neutral,utilitarianism,True
4895,23,Red,gpt-3.5,neutral,utilitarianism,True
4896,24,Red,gpt-3.5,neutral,utilitarianism,True
4897,25,Yellow,gpt-3.5,neutral,utilitarianism,True
4898,26,Yellow,gpt-3.5,neutral,utilitarianism,False
4899,27,Black,gpt-3.5,neutral,utilitarianism,False
4900,28,Red,gpt-3.5,neutral,utilitarianism,False
4901,29,Red,gpt-3.5,neutral,utilitarianism,True
4902,30,Green,gpt-3.5,neutral,utilitarianism,True
4903,31,Green,gpt-3.5,neutral,utilitarianism,False
4904,32,Red,gpt-3.5,neutral,utilitarianism,True
4905,33,Red,gpt-3.5,neutral,utilitarianism,False
4906,34,Yellow,gpt-3.5,neutral,utilitarianism,False
4907,35,Red,gpt-3.5,neutral,utilitarianism,True
4908,36,Red,gpt-3.5,neutral,utilitarianism,True
4909,37,Red,gpt-3.5,neutral,utilitarianism,True
4910,38,Green,gpt-3.5,neutral,utilitarianism,False
4911,39,Yellow,gpt-3.5,neutral,utilitarianism,False
4912,40,Green,gpt-3.5,neutral,utilitarianism,True
4913,41,Green,gpt-3.5,neutral,utilitarianism,False
4914,42,Green,gpt-3.5,neutral,utilitarianism,False
4915,43,Green,gpt-3.5,neutral,utilitarianism,False
4916,44,Green,gpt-3.5,neutral,utilitarianism,True
4917,45,Green,gpt-3.5,neutral,utilitarianism,True
4918,46,Red,gpt-3.5,neutral,utilitarianism,False
4919,47,Red,gpt-3.5,neutral,utilitarianism,True
4920,48,Red,gpt-3.5,neutral,utilitarianism,True
4921,49,Red,gpt-3.5,neutral,utilitarianism,True
4922,50,Yellow,gpt-3.5,neutral,utilitarianism,False
4923,51,Green,gpt-3.5,neutral,utilitarianism,True
4924,52,Black,gpt-3.5,neutral,utilitarianism,False
4925,53,Red,gpt-3.5,neutral,utilitarianism,True
4926,54,Red,gpt-3.5,neutral,utilitarianism,True
4927,55,Green,gpt-3.5,neutral,utilitarianism,True
4928,56,Green,gpt-3.5,neutral,utilitarianism,True
4929,57,Black,gpt-3.5,neutral,utilitarianism,False
4930,58,Red,gpt-3.5,neutral,utilitarianism,False
4931,59,Yellow,gpt-3.5,neutral,utilitarianism,False
4932,60,Black,gpt-3.5,neutral,utilitarianism,False
4933,61,Green,gpt-3.5,neutral,utilitarianism,False
4934,62,Red,gpt-3.5,neutral,utilitarianism,False
4935,63,Yellow,gpt-3.5,neutral,utilitarianism,False
4936,64,Yellow,gpt-3.5,neutral,utilitarianism,False
4937,65,Red,gpt-3.5,neutral,utilitarianism,True
4938,66,Red,gpt-3.5,neutral,utilitarianism,True
4939,67,Yellow,gpt-3.5,neutral,utilitarianism,True
4940,68,Red,gpt-3.5,neutral,utilitarianism,False
4941,69,Yellow,gpt-3.5,neutral,utilitarianism,False
4942,70,Red,gpt-3.5,neutral,utilitarianism,True
4943,71,Yellow,gpt-3.5,neutral,utilitarianism,False
4944,72,Black,gpt-3.5,neutral,utilitarianism,False
4945,73,Red,gpt-3.5,neutral,utilitarianism,True
4946,74,Red,gpt-3.5,neutral,utilitarianism,True
4947,75,Yellow,gpt-3.5,neutral,utilitarianism,False
4948,76,Yellow,gpt-3.5,neutral,utilitarianism,False
4949,77,Yellow,gpt-3.5,neutral,utilitarianism,False
4950,78,Green,gpt-3.5,neutral,utilitarianism,False
4951,79,Black,gpt-3.5,neutral,utilitarianism,False
4952,80,Yellow,gpt-3.5,neutral,utilitarianism,False
4953,81,Green,gpt-3.5,neutral,utilitarianism,True
4954,82,Green,gpt-3.5,neutral,utilitarianism,False
4955,83,Red,gpt-3.5,neutral,utilitarianism,True
4956,84,Green,gpt-3.5,neutral,utilitarianism,True
4957,85,Red,gpt-3.5,neutral,utilitarianism,True
4958,86,Yellow,gpt-3.5,neutral,utilitarianism,False
4959,0,Green,gpt-3.5,action,no_ethics,False
4960,1,Red,gpt-3.5,action,no_ethics,False
4961,2,Red,gpt-3.5,action,no_ethics,True
4962,3,Green,gpt-3.5,action,no_ethics,False
4963,4,Red,gpt-3.5,action,no_ethics,True
4964,5,Yellow,gpt-3.5,action,no_ethics,False
4965,6,Yellow,gpt-3.5,action,no_ethics,False
4966,7,Red,gpt-3.5,action,no_ethics,True
4967,8,Red,gpt-3.5,action,no_ethics,True
4968,9,Green,gpt-3.5,action,no_ethics,True
4969,10,Yellow,gpt-3.5,action,no_ethics,False
4970,11,Green,gpt-3.5,action,no_ethics,True
4971,12,Yellow,gpt-3.5,action,no_ethics,True
4972,13,Green,gpt-3.5,action,no_ethics,False
4973,14,Green,gpt-3.5,action,no_ethics,True
4974,15,Green,gpt-3.5,action,no_ethics,False
4975,16,Red,gpt-3.5,action,no_ethics,True
4976,17,Black,gpt-3.5,action,no_ethics,False
4977,18,Green,gpt-3.5,action,no_ethics,False
4978,19,Yellow,gpt-3.5,action,no_ethics,True
4979,20,Red,gpt-3.5,action,no_ethics,True
4980,21,Yellow,gpt-3.5,action,no_ethics,False
4981,22,Red,gpt-3.5,action,no_ethics,True
4982,23,Red,gpt-3.5,action,no_ethics,True
4983,24,Red,gpt-3.5,action,no_ethics,True
4984,25,Yellow,gpt-3.5,action,no_ethics,False
4985,26,Yellow,gpt-3.5,action,no_ethics,False
4986,27,Black,gpt-3.5,action,no_ethics,False
4987,28,Red,gpt-3.5,action,no_ethics,True
4988,29,Red,gpt-3.5,action,no_ethics,True
4989,30,Green,gpt-3.5,action,no_ethics,True
4990,31,Green,gpt-3.5,action,no_ethics,True
4991,32,Red,gpt-3.5,action,no_ethics,True
4992,33,Red,gpt-3.5,action,no_ethics,True
4993,34,Yellow,gpt-3.5,action,no_ethics,False
4994,35,Red,gpt-3.5,action,no_ethics,True
4995,36,Red,gpt-3.5,action,no_ethics,True
4996,37,Red,gpt-3.5,action,no_ethics,True
4997,38,Green,gpt-3.5,action,no_ethics,True
4998,39,Yellow,gpt-3.5,action,no_ethics,False
4999,40,Green,gpt-3.5,action,no_ethics,True
5000,41,Green,gpt-3.5,action,no_ethics,True
5001,42,Green,gpt-3.5,action,no_ethics,False
5002,43,Green,gpt-3.5,action,no_ethics,False
5003,44,Green,gpt-3.5,action,no_ethics,True
5004,45,Green,gpt-3.5,action,no_ethics,True
5005,46,Red,gpt-3.5,action,no_ethics,False
5006,47,Red,gpt-3.5,action,no_ethics,True
5007,48,Red,gpt-3.5,action,no_ethics,True
5008,49,Red,gpt-3.5,action,no_ethics,True
5009,50,Yellow,gpt-3.5,action,no_ethics,False
5010,51,Green,gpt-3.5,action,no_ethics,True
5011,52,Black,gpt-3.5,action,no_ethics,False
5012,53,Red,gpt-3.5,action,no_ethics,True
5013,54,Red,gpt-3.5,action,no_ethics,False
5014,55,Green,gpt-3.5,action,no_ethics,False
5015,56,Green,gpt-3.5,action,no_ethics,True
5016,57,Black,gpt-3.5,action,no_ethics,False
5017,58,Red,gpt-3.5,action,no_ethics,False
5018,59,Yellow,gpt-3.5,action,no_ethics,False
5019,60,Black,gpt-3.5,action,no_ethics,False
5020,61,Green,gpt-3.5,action,no_ethics,True
5021,62,Red,gpt-3.5,action,no_ethics,False
5022,63,Yellow,gpt-3.5,action,no_ethics,True
5023,64,Yellow,gpt-3.5,action,no_ethics,False
5024,65,Red,gpt-3.5,action,no_ethics,True
5025,66,Red,gpt-3.5,action,no_ethics,True
5026,67,Yellow,gpt-3.5,action,no_ethics,False
5027,68,Red,gpt-3.5,action,no_ethics,True
5028,69,Yellow,gpt-3.5,action,no_ethics,False
5029,70,Red,gpt-3.5,action,no_ethics,False
5030,71,Yellow,gpt-3.5,action,no_ethics,False
5031,72,Black,gpt-3.5,action,no_ethics,False
5032,73,Red,gpt-3.5,action,no_ethics,True
5033,74,Red,gpt-3.5,action,no_ethics,True
5034,75,Yellow,gpt-3.5,action,no_ethics,False
5035,76,Yellow,gpt-3.5,action,no_ethics,False
5036,77,Yellow,gpt-3.5,action,no_ethics,False
5037,78,Green,gpt-3.5,action,no_ethics,False
5038,79,Black,gpt-3.5,action,no_ethics,False
5039,80,Yellow,gpt-3.5,action,no_ethics,False
5040,81,Green,gpt-3.5,action,no_ethics,True
5041,82,Green,gpt-3.5,action,no_ethics,True
5042,83,Red,gpt-3.5,action,no_ethics,False
5043,84,Green,gpt-3.5,action,no_ethics,True
5044,85,Red,gpt-3.5,action,no_ethics,True
5045,86,Yellow,gpt-3.5,action,no_ethics,False
5046,0,Green,gpt-3.5,action,deontology,False
5047,1,Red,gpt-3.5,action,deontology,False
5048,2,Red,gpt-3.5,action,deontology,True
5049,3,Green,gpt-3.5,action,deontology,False
5050,4,Red,gpt-3.5,action,deontology,True
5051,5,Yellow,gpt-3.5,action,deontology,False
5052,6,Yellow,gpt-3.5,action,deontology,False
5053,7,Red,gpt-3.5,action,deontology,False
5054,8,Red,gpt-3.5,action,deontology,True
5055,9,Green,gpt-3.5,action,deontology,False
5056,10,Yellow,gpt-3.5,action,deontology,False
5057,11,Green,gpt-3.5,action,deontology,True
5058,12,Yellow,gpt-3.5,action,deontology,False
5059,13,Green,gpt-3.5,action,deontology,False
5060,14,Green,gpt-3.5,action,deontology,False
5061,15,Green,gpt-3.5,action,deontology,False
5062,16,Red,gpt-3.5,action,deontology,True
5063,17,Black,gpt-3.5,action,deontology,False
5064,18,Green,gpt-3.5,action,deontology,False
5065,19,Yellow,gpt-3.5,action,deontology,False
5066,20,Red,gpt-3.5,action,deontology,True
5067,21,Yellow,gpt-3.5,action,deontology,False
5068,22,Red,gpt-3.5,action,deontology,False
5069,23,Red,gpt-3.5,action,deontology,False
5070,24,Red,gpt-3.5,action,deontology,True
5071,25,Yellow,gpt-3.5,action,deontology,False
5072,26,Yellow,gpt-3.5,action,deontology,False
5073,27,Black,gpt-3.5,action,deontology,False
5074,28,Red,gpt-3.5,action,deontology,False
5075,29,Red,gpt-3.5,action,deontology,False
5076,30,Green,gpt-3.5,action,deontology,False
5077,31,Green,gpt-3.5,action,deontology,False
5078,32,Red,gpt-3.5,action,deontology,False
5079,33,Red,gpt-3.5,action,deontology,True
5080,34,Yellow,gpt-3.5,action,deontology,False
5081,35,Red,gpt-3.5,action,deontology,False
5082,36,Red,gpt-3.5,action,deontology,True
5083,37,Red,gpt-3.5,action,deontology,True
5084,38,Green,gpt-3.5,action,deontology,False
5085,39,Yellow,gpt-3.5,action,deontology,False
5086,40,Green,gpt-3.5,action,deontology,True
5087,41,Green,gpt-3.5,action,deontology,False
5088,42,Green,gpt-3.5,action,deontology,False
5089,43,Green,gpt-3.5,action,deontology,False
5090,44,Green,gpt-3.5,action,deontology,False
5091,45,Green,gpt-3.5,action,deontology,False
5092,46,Red,gpt-3.5,action,deontology,False
5093,47,Red,gpt-3.5,action,deontology,False
5094,48,Red,gpt-3.5,action,deontology,False
5095,49,Red,gpt-3.5,action,deontology,False
5096,50,Yellow,gpt-3.5,action,deontology,False
5097,51,Green,gpt-3.5,action,deontology,True
5098,52,Black,gpt-3.5,action,deontology,False
5099,53,Red,gpt-3.5,action,deontology,True
5100,54,Red,gpt-3.5,action,deontology,True
5101,55,Green,gpt-3.5,action,deontology,True
5102,56,Green,gpt-3.5,action,deontology,True
5103,57,Black,gpt-3.5,action,deontology,False
5104,58,Red,gpt-3.5,action,deontology,False
5105,59,Yellow,gpt-3.5,action,deontology,True
5106,60,Black,gpt-3.5,action,deontology,False
5107,61,Green,gpt-3.5,action,deontology,True
5108,62,Red,gpt-3.5,action,deontology,False
5109,63,Yellow,gpt-3.5,action,deontology,False
5110,64,Yellow,gpt-3.5,action,deontology,False
5111,65,Red,gpt-3.5,action,deontology,False
5112,66,Red,gpt-3.5,action,deontology,False
5113,67,Yellow,gpt-3.5,action,deontology,False
5114,68,Red,gpt-3.5,action,deontology,True
5115,69,Yellow,gpt-3.5,action,deontology,False
5116,70,Red,gpt-3.5,action,deontology,True
5117,71,Yellow,gpt-3.5,action,deontology,False
5118,72,Black,gpt-3.5,action,deontology,False
5119,73,Red,gpt-3.5,action,deontology,True
5120,74,Red,gpt-3.5,action,deontology,True
5121,75,Yellow,gpt-3.5,action,deontology,False
5122,76,Yellow,gpt-3.5,action,deontology,True
5123,77,Yellow,gpt-3.5,action,deontology,False
5124,78,Green,gpt-3.5,action,deontology,False
5125,79,Black,gpt-3.5,action,deontology,False
5126,80,Yellow,gpt-3.5,action,deontology,False
5127,81,Green,gpt-3.5,action,deontology,False
5128,82,Green,gpt-3.5,action,deontology,False
5129,83,Red,gpt-3.5,action,deontology,True
5130,84,Green,gpt-3.5,action,deontology,False
5131,85,Red,gpt-3.5,action,deontology,True
5132,86,Yellow,gpt-3.5,action,deontology,False
5133,0,Green,gpt-3.5,action,utilitarianism,False
5134,1,Red,gpt-3.5,action,utilitarianism,False
5135,2,Red,gpt-3.5,action,utilitarianism,True
5136,3,Green,gpt-3.5,action,utilitarianism,False
5137,4,Red,gpt-3.5,action,utilitarianism,False
5138,5,Yellow,gpt-3.5,action,utilitarianism,False
5139,6,Yellow,gpt-3.5,action,utilitarianism,False
5140,7,Red,gpt-3.5,action,utilitarianism,False
5141,8,Red,gpt-3.5,action,utilitarianism,True
5142,9,Green,gpt-3.5,action,utilitarianism,True
5143,10,Yellow,gpt-3.5,action,utilitarianism,False
5144,11,Green,gpt-3.5,action,utilitarianism,True
5145,12,Yellow,gpt-3.5,action,utilitarianism,False
5146,13,Green,gpt-3.5,action,utilitarianism,False
5147,14,Green,gpt-3.5,action,utilitarianism,False
5148,15,Green,gpt-3.5,action,utilitarianism,False
5149,16,Red,gpt-3.5,action,utilitarianism,True
5150,17,Black,gpt-3.5,action,utilitarianism,False
5151,18,Green,gpt-3.5,action,utilitarianism,False
5152,19,Yellow,gpt-3.5,action,utilitarianism,False
5153,20,Red,gpt-3.5,action,utilitarianism,True
5154,21,Yellow,gpt-3.5,action,utilitarianism,False
5155,22,Red,gpt-3.5,action,utilitarianism,False
5156,23,Red,gpt-3.5,action,utilitarianism,True
5157,24,Red,gpt-3.5,action,utilitarianism,False
5158,25,Yellow,gpt-3.5,action,utilitarianism,True
5159,26,Yellow,gpt-3.5,action,utilitarianism,False
5160,27,Black,gpt-3.5,action,utilitarianism,False
5161,28,Red,gpt-3.5,action,utilitarianism,True
5162,29,Red,gpt-3.5,action,utilitarianism,True
5163,30,Green,gpt-3.5,action,utilitarianism,False
5164,31,Green,gpt-3.5,action,utilitarianism,True
5165,32,Red,gpt-3.5,action,utilitarianism,False
5166,33,Red,gpt-3.5,action,utilitarianism,True
5167,34,Yellow,gpt-3.5,action,utilitarianism,False
5168,35,Red,gpt-3.5,action,utilitarianism,False
5169,36,Red,gpt-3.5,action,utilitarianism,True
5170,37,Red,gpt-3.5,action,utilitarianism,True
5171,38,Green,gpt-3.5,action,utilitarianism,False
5172,39,Yellow,gpt-3.5,action,utilitarianism,False
5173,40,Green,gpt-3.5,action,utilitarianism,True
5174,41,Green,gpt-3.5,action,utilitarianism,False
5175,42,Green,gpt-3.5,action,utilitarianism,False
5176,43,Green,gpt-3.5,action,utilitarianism,False
5177,44,Green,gpt-3.5,action,utilitarianism,True
5178,45,Green,gpt-3.5,action,utilitarianism,False
5179,46,Red,gpt-3.5,action,utilitarianism,False
5180,47,Red,gpt-3.5,action,utilitarianism,True
5181,48,Red,gpt-3.5,action,utilitarianism,False
5182,49,Red,gpt-3.5,action,utilitarianism,False
5183,50,Yellow,gpt-3.5,action,utilitarianism,False
5184,51,Green,gpt-3.5,action,utilitarianism,False
5185,52,Black,gpt-3.5,action,utilitarianism,False
5186,53,Red,gpt-3.5,action,utilitarianism,True
5187,54,Red,gpt-3.5,action,utilitarianism,True
5188,55,Green,gpt-3.5,action,utilitarianism,False
5189,56,Green,gpt-3.5,action,utilitarianism,True
5190,57,Black,gpt-3.5,action,utilitarianism,False
5191,58,Red,gpt-3.5,action,utilitarianism,False
5192,59,Yellow,gpt-3.5,action,utilitarianism,False
5193,60,Black,gpt-3.5,action,utilitarianism,False
5194,61,Green,gpt-3.5,action,utilitarianism,False
5195,62,Red,gpt-3.5,action,utilitarianism,True
5196,63,Yellow,gpt-3.5,action,utilitarianism,True
5197,64,Yellow,gpt-3.5,action,utilitarianism,False
5198,65,Red,gpt-3.5,action,utilitarianism,False
5199,66,Red,gpt-3.5,action,utilitarianism,True
5200,67,Yellow,gpt-3.5,action,utilitarianism,False
5201,68,Red,gpt-3.5,action,utilitarianism,True
5202,69,Yellow,gpt-3.5,action,utilitarianism,False
5203,70,Red,gpt-3.5,action,utilitarianism,True
5204,71,Yellow,gpt-3.5,action,utilitarianism,False
5205,72,Black,gpt-3.5,action,utilitarianism,False
5206,73,Red,gpt-3.5,action,utilitarianism,True
5207,74,Red,gpt-3.5,action,utilitarianism,True
5208,75,Yellow,gpt-3.5,action,utilitarianism,False
5209,76,Yellow,gpt-3.5,action,utilitarianism,False
5210,77,Yellow,gpt-3.5,action,utilitarianism,False
5211,78,Green,gpt-3.5,action,utilitarianism,False
5212,79,Black,gpt-3.5,action,utilitarianism,False
5213,80,Yellow,gpt-3.5,action,utilitarianism,False
5214,81,Green,gpt-3.5,action,utilitarianism,True
5215,82,Green,gpt-3.5,action,utilitarianism,False
5216,83,Red,gpt-3.5,action,utilitarianism,True
5217,84,Green,gpt-3.5,action,utilitarianism,False
5218,85,Red,gpt-3.5,action,utilitarianism,False
5219,86,Yellow,gpt-3.5,action,utilitarianism,False
5220,0,Green,gpt-3.5,outcome,no_ethics,False
5221,1,Red,gpt-3.5,outcome,no_ethics,False
5222,2,Red,gpt-3.5,outcome,no_ethics,True
5223,3,Green,gpt-3.5,outcome,no_ethics,False
5224,4,Red,gpt-3.5,outcome,no_ethics,True
5225,5,Yellow,gpt-3.5,outcome,no_ethics,False
5226,6,Yellow,gpt-3.5,outcome,no_ethics,False
5227,7,Red,gpt-3.5,outcome,no_ethics,False
5228,8,Red,gpt-3.5,outcome,no_ethics,True
5229,9,Green,gpt-3.5,outcome,no_ethics,True
5230,10,Yellow,gpt-3.5,outcome,no_ethics,False
5231,11,Green,gpt-3.5,outcome,no_ethics,True
5232,12,Yellow,gpt-3.5,outcome,no_ethics,True
5233,13,Green,gpt-3.5,outcome,no_ethics,False
5234,14,Green,gpt-3.5,outcome,no_ethics,True
5235,15,Green,gpt-3.5,outcome,no_ethics,False
5236,16,Red,gpt-3.5,outcome,no_ethics,True
5237,17,Black,gpt-3.5,outcome,no_ethics,False
5238,18,Green,gpt-3.5,outcome,no_ethics,False
5239,19,Yellow,gpt-3.5,outcome,no_ethics,False
5240,20,Red,gpt-3.5,outcome,no_ethics,True
5241,21,Yellow,gpt-3.5,outcome,no_ethics,False
5242,22,Red,gpt-3.5,outcome,no_ethics,False
5243,23,Red,gpt-3.5,outcome,no_ethics,True
5244,24,Red,gpt-3.5,outcome,no_ethics,True
5245,25,Yellow,gpt-3.5,outcome,no_ethics,False
5246,26,Yellow,gpt-3.5,outcome,no_ethics,False
5247,27,Black,gpt-3.5,outcome,no_ethics,False
5248,28,Red,gpt-3.5,outcome,no_ethics,False
5249,29,Red,gpt-3.5,outcome,no_ethics,True
5250,30,Green,gpt-3.5,outcome,no_ethics,True
5251,31,Green,gpt-3.5,outcome,no_ethics,True
5252,32,Red,gpt-3.5,outcome,no_ethics,True
5253,33,Red,gpt-3.5,outcome,no_ethics,True
5254,34,Yellow,gpt-3.5,outcome,no_ethics,False
5255,35,Red,gpt-3.5,outcome,no_ethics,True
5256,36,Red,gpt-3.5,outcome,no_ethics,True
5257,37,Red,gpt-3.5,outcome,no_ethics,True
5258,38,Green,gpt-3.5,outcome,no_ethics,True
5259,39,Yellow,gpt-3.5,outcome,no_ethics,False
5260,40,Green,gpt-3.5,outcome,no_ethics,True
5261,41,Green,gpt-3.5,outcome,no_ethics,False
5262,42,Green,gpt-3.5,outcome,no_ethics,False
5263,43,Green,gpt-3.5,outcome,no_ethics,False
5264,44,Green,gpt-3.5,outcome,no_ethics,True
5265,45,Green,gpt-3.5,outcome,no_ethics,True
5266,46,Red,gpt-3.5,outcome,no_ethics,True
5267,47,Red,gpt-3.5,outcome,no_ethics,True
5268,48,Red,gpt-3.5,outcome,no_ethics,True
5269,49,Red,gpt-3.5,outcome,no_ethics,False
5270,50,Yellow,gpt-3.5,outcome,no_ethics,False
5271,51,Green,gpt-3.5,outcome,no_ethics,True
5272,52,Black,gpt-3.5,outcome,no_ethics,False
5273,53,Red,gpt-3.5,outcome,no_ethics,False
5274,54,Red,gpt-3.5,outcome,no_ethics,True
5275,55,Green,gpt-3.5,outcome,no_ethics,False
5276,56,Green,gpt-3.5,outcome,no_ethics,True
5277,57,Black,gpt-3.5,outcome,no_ethics,False
5278,58,Red,gpt-3.5,outcome,no_ethics,False
5279,59,Yellow,gpt-3.5,outcome,no_ethics,True
5280,60,Black,gpt-3.5,outcome,no_ethics,False
5281,61,Green,gpt-3.5,outcome,no_ethics,False
5282,62,Red,gpt-3.5,outcome,no_ethics,False
5283,63,Yellow,gpt-3.5,outcome,no_ethics,True
5284,64,Yellow,gpt-3.5,outcome,no_ethics,False
5285,65,Red,gpt-3.5,outcome,no_ethics,True
5286,66,Red,gpt-3.5,outcome,no_ethics,False
5287,67,Yellow,gpt-3.5,outcome,no_ethics,True
5288,68,Red,gpt-3.5,outcome,no_ethics,True
5289,69,Yellow,gpt-3.5,outcome,no_ethics,False
5290,70,Red,gpt-3.5,outcome,no_ethics,True
5291,71,Yellow,gpt-3.5,outcome,no_ethics,False
5292,72,Black,gpt-3.5,outcome,no_ethics,False
5293,73,Red,gpt-3.5,outcome,no_ethics,True
5294,74,Red,gpt-3.5,outcome,no_ethics,True
5295,75,Yellow,gpt-3.5,outcome,no_ethics,False
5296,76,Yellow,gpt-3.5,outcome,no_ethics,False
5297,77,Yellow,gpt-3.5,outcome,no_ethics,False
5298,78,Green,gpt-3.5,outcome,no_ethics,False
5299,79,Black,gpt-3.5,outcome,no_ethics,False
5300,80,Yellow,gpt-3.5,outcome,no_ethics,False
5301,81,Green,gpt-3.5,outcome,no_ethics,True
5302,82,Green,gpt-3.5,outcome,no_ethics,False
5303,83,Red,gpt-3.5,outcome,no_ethics,True
5304,84,Green,gpt-3.5,outcome,no_ethics,True
5305,85,Red,gpt-3.5,outcome,no_ethics,True
5306,86,Yellow,gpt-3.5,outcome,no_ethics,False
5307,0,Green,gpt-3.5,outcome,deontology,False
5308,1,Red,gpt-3.5,outcome,deontology,False
5309,2,Red,gpt-3.5,outcome,deontology,True
5310,3,Green,gpt-3.5,outcome,deontology,False
5311,4,Red,gpt-3.5,outcome,deontology,True
5312,5,Yellow,gpt-3.5,outcome,deontology,False
5313,6,Yellow,gpt-3.5,outcome,deontology,False
5314,7,Red,gpt-3.5,outcome,deontology,False
5315,8,Red,gpt-3.5,outcome,deontology,False
5316,9,Green,gpt-3.5,outcome,deontology,True
5317,10,Yellow,gpt-3.5,outcome,deontology,False
5318,11,Green,gpt-3.5,outcome,deontology,True
5319,12,Yellow,gpt-3.5,outcome,deontology,False
5320,13,Green,gpt-3.5,outcome,deontology,False
5321,14,Green,gpt-3.5,outcome,deontology,False
5322,15,Green,gpt-3.5,outcome,deontology,False
5323,16,Red,gpt-3.5,outcome,deontology,False
5324,17,Black,gpt-3.5,outcome,deontology,False
5325,18,Green,gpt-3.5,outcome,deontology,False
5326,19,Yellow,gpt-3.5,outcome,deontology,False
5327,20,Red,gpt-3.5,outcome,deontology,True
5328,21,Yellow,gpt-3.5,outcome,deontology,False
5329,22,Red,gpt-3.5,outcome,deontology,True
5330,23,Red,gpt-3.5,outcome,deontology,True
5331,24,Red,gpt-3.5,outcome,deontology,True
5332,25,Yellow,gpt-3.5,outcome,deontology,False
5333,26,Yellow,gpt-3.5,outcome,deontology,False
5334,27,Black,gpt-3.5,outcome,deontology,False
5335,28,Red,gpt-3.5,outcome,deontology,True
5336,29,Red,gpt-3.5,outcome,deontology,True
5337,30,Green,gpt-3.5,outcome,deontology,True
5338,31,Green,gpt-3.5,outcome,deontology,False
5339,32,Red,gpt-3.5,outcome,deontology,True
